node_key,item_pos,parent_key_node_key,prod_guid_node_key,currency_code,gross_amt,tax_amt,net_amt
02BD2137-0890-1EEA-A6C2-BB55C1979487,30,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F96052,EUR,1425.62,227.62,1198
02BD2137-0890-1EEA-A6C2-BB55C1979488,40,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26EE2052,EUR,235.62,37.62,198
02BD2137-0890-1EEA-A6C2-BB55C1979489,50,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F3C052,EUR,17850,2850,15000
02BD2137-0890-1EEA-A6C2-BB55C1979490,60,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F96052,EUR,1425.62,227.62,1198
02BD2137-0890-1EEA-A6C2-BB55C1979491,70,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26EE2052,EUR,235.62,37.62,198
02BD2137-0890-1EEA-A6C2-BB55C1979492,80,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F3C052,EUR,11900,1900,10000
02BD2137-0890-1EEA-A6C2-BB55C1979493,90,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26F96052,EUR,2138.43,341.43,1797
02BD2137-0890-1EEA-A6C2-BB55C1979494,100,02BD2137-0890-1EEA-A6C2-BB55C1979024,74867AD200E41EDBA5D8B06B26EE2052,EUR,353.43,56.43,297
02BD2137-0890-1EEA-A6C2-BB55C1979495,10,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F9C052,EUR,1544.62,246.62,1298
02BD2137-0890-1EEA-A6C2-BB55C1979496,20,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26EE8052,EUR,8.33,1.33,7
02BD2137-0890-1EEA-A6C2-BB55C1979497,30,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F42052,EUR,3472.42,554.42,2918
02BD2137-0890-1EEA-A6C2-BB55C1979498,40,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F9C052,EUR,1544.62,246.62,1298
02BD2137-0890-1EEA-A6C2-BB55C1979499,50,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26EE8052,EUR,16.66,2.66,14
02BD2137-0890-1EEA-A6C2-BB55C1979500,60,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F42052,EUR,3472.42,554.42,2918
02BD2137-0890-1EEA-A6C2-BB55C1979501,70,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F9C052,EUR,2316.93,369.93,1947
02BD2137-0890-1EEA-A6C2-BB55C1979502,80,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26EE8052,EUR,24.99,3.99,21
02BD2137-0890-1EEA-A6C2-BB55C1979503,90,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F42052,EUR,3472.42,554.42,2918
02BD2137-0890-1EEA-A6C2-BB55C1979504,100,02BD2137-0890-1EEA-A6C2-BB55C1979025,74867AD200E41EDBA5D8B06B26F9C052,EUR,2316.93,369.93,1947
02BD2137-0890-1EEA-A6C2-BB55C1979505,10,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26EB4052,EUR,3412.92,544.92,2868
02BD2137-0890-1EEA-A6C2-BB55C1979506,20,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26F68052,EUR,558.11,89.11,469
02BD2137-0890-1EEA-A6C2-BB55C1979507,30,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26F0E052,EUR,61.88,9.88,52
02BD2137-0890-1EEA-A6C2-BB55C1979508,40,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26EB4052,EUR,2275.28,363.28,1912
02BD2137-0890-1EEA-A6C2-BB55C1979509,50,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26F68052,EUR,558.11,89.11,469
02BD2137-0890-1EEA-A6C2-BB55C1979510,60,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26F0E052,EUR,61.88,9.88,52
02BD2137-0890-1EEA-A6C2-BB55C1979511,70,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26EB4052,EUR,1137.64,181.64,956
02BD2137-0890-1EEA-A6C2-BB55C1979512,80,02BD2137-0890-1EEA-A6C2-BB55C1979026,74867AD200E41EDBA5D8B06B26F68052,EUR,1116.22,178.22,938
02BD2137-0890-1EEA-A6C2-BB55C1979513,10,02BD2137-0890-1EEA-A6C2-BB55C1979027,74867AD200E41EDBA5D8B06B26F08052,CNY,674.73,107.73,567
02BD2137-0890-1EEA-A6C2-BB55C1979514,20,02BD2137-0890-1EEA-A6C2-BB55C1979027,74867AD200E41EDBA5D8B06B26F62052,CNY,3173.73,506.73,2667
02BD2137-0890-1EEA-A6C2-BB55C1979515,30,02BD2137-0890-1EEA-A6C2-BB55C1979027,74867AD200E41EDBA5D8B06B26F08052,CNY,674.73,107.73,567
02BD2137-0890-1EEA-A6C2-BB55C1979516,40,02BD2137-0890-1EEA-A6C2-BB55C1979027,74867AD200E41EDBA5D8B06B26F62052,CNY,1057.91,168.91,889
02BD2137-0890-1EEA-A6C2-BB55C1979517,50,02BD2137-0890-1EEA-A6C2-BB55C1979027,74867AD200E41EDBA5D8B06B26F08052,CNY,224.91,35.91,189
02BD2137-0890-1EEA-A6C2-BB55C1979518,10,02BD2137-0890-1EEA-A6C2-BB55C1979028,74867AD200E41EDBA5D8B06B26F22052,USD,21.18,3.38,17.8
02BD2137-0890-1EEA-A6C2-BB55C1979519,20,02BD2137-0890-1EEA-A6C2-BB55C1979028,74867AD200E41EDBA5D8B06B26F7C052,USD,94.01,15.01,79
02BD2137-0890-1EEA-A6C2-BB55C1979520,30,02BD2137-0890-1EEA-A6C2-BB55C1979028,74867AD200E41EDBA5D8B06B26EC8052,USD,1218.56,194.56,1024
02BD2137-0890-1EEA-A6C2-BB55C1979521,40,02BD2137-0890-1EEA-A6C2-BB55C1979028,74867AD200E41EDBA5D8B06B26F22052,USD,10.59,1.69,8.9
02BD2137-0890-1EEA-A6C2-BB55C1979522,50,02BD2137-0890-1EEA-A6C2-BB55C1979028,74867AD200E41EDBA5D8B06B26F7C052,USD,282.03,45.03,237
02BD2137-0890-1EEA-A6C2-BB55C1979523,10,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F06052,ARS,201.11,32.11,169
02BD2137-0890-1EEA-A6C2-BB55C1979524,20,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F60052,ARS,309.4,49.4,260
02BD2137-0890-1EEA-A6C2-BB55C1979525,30,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F06052,ARS,402.22,64.22,338
02BD2137-0890-1EEA-A6C2-BB55C1979526,40,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F60052,ARS,464.1,74.1,390
02BD2137-0890-1EEA-A6C2-BB55C1979527,50,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F06052,ARS,402.22,64.22,338
02BD2137-0890-1EEA-A6C2-BB55C1979528,60,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F60052,ARS,309.4,49.4,260
02BD2137-0890-1EEA-A6C2-BB55C1979529,70,02BD2137-0890-1EEA-A6C2-BB55C1979029,74867AD200E41EDBA5D8B06B26F06052,ARS,603.33,96.33,507
02BD2137-0890-1EEA-A6C2-BB55C1979530,10,02BD2137-0890-1EEA-A6C2-BB55C1979030,74867AD200E41EDBA5D8B06B26F9E052,ARS,3484.32,556.32,2928
02BD2137-0890-1EEA-A6C2-BB55C1979531,20,02BD2137-0890-1EEA-A6C2-BB55C1979030,74867AD200E41EDBA5D8B06B26F44052,ARS,1426.81,227.81,1199
02BD2137-0890-1EEA-A6C2-BB55C1979532,30,02BD2137-0890-1EEA-A6C2-BB55C1979030,74867AD200E41EDBA5D8B06B26EEA052,ARS,39.27,6.27,33
02BD2137-0890-1EEA-A6C2-BB55C1979533,10,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26EE8052,EUR,16.66,2.66,14
02BD2137-0890-1EEA-A6C2-BB55C1979534,20,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26F42052,EUR,5208.63,831.63,4377
02BD2137-0890-1EEA-A6C2-BB55C1979535,30,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26F9C052,EUR,772.31,123.31,649
02BD2137-0890-1EEA-A6C2-BB55C1979536,40,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26EE8052,EUR,16.66,2.66,14
02BD2137-0890-1EEA-A6C2-BB55C1979537,50,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26F42052,EUR,3472.42,554.42,2918
02BD2137-0890-1EEA-A6C2-BB55C1979538,60,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26F9C052,EUR,772.31,123.31,649
02BD2137-0890-1EEA-A6C2-BB55C1979539,70,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26EE8052,EUR,24.99,3.99,21
02BD2137-0890-1EEA-A6C2-BB55C1979540,80,02BD2137-0890-1EEA-A6C2-BB55C1979031,74867AD200E41EDBA5D8B06B26F42052,EUR,1736.21,277.21,1459
02BD2137-0890-1EEA-A6C2-BB55C1979541,10,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26F98052,JPY,59.5,9.5,50
02BD2137-0890-1EEA-A6C2-BB55C1979542,20,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26EE4052,JPY,283.22,45.22,238
02BD2137-0890-1EEA-A6C2-BB55C1979543,30,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26F3E052,JPY,35700,5700,30000
02BD2137-0890-1EEA-A6C2-BB55C1979544,40,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26F98052,JPY,89.25,14.25,75
02BD2137-0890-1EEA-A6C2-BB55C1979545,50,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26EE4052,JPY,141.61,22.61,119
02BD2137-0890-1EEA-A6C2-BB55C1979546,60,02BD2137-0890-1EEA-A6C2-BB55C1979032,74867AD200E41EDBA5D8B06B26F3E052,JPY,35700,5700,30000
02BD2137-0890-1EEA-A6C2-BB55C1979547,10,02BD2137-0890-1EEA-A6C2-BB55C1979033,74867AD200E41EDBA5D8B06B26F0A052,DKK,3567.62,569.62,2998
02BD2137-0890-1EEA-A6C2-BB55C1979548,20,02BD2137-0890-1EEA-A6C2-BB55C1979033,74867AD200E41EDBA5D8B06B26F64052,DKK,1616.02,258.02,1358
02BD2137-0890-1EEA-A6C2-BB55C1979549,30,02BD2137-0890-1EEA-A6C2-BB55C1979033,74867AD200E41EDBA5D8B06B26F0A052,DKK,3567.62,569.62,2998
02BD2137-0890-1EEA-A6C2-BB55C1979550,10,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26FA2052,CAD,642.6,102.6,540
02BD2137-0890-1EEA-A6C2-BB55C1979551,20,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26EEE052,CAD,38.08,6.08,32
02BD2137-0890-1EEA-A6C2-BB55C1979552,30,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26F48052,CAD,1959.93,312.93,1647
02BD2137-0890-1EEA-A6C2-BB55C1979553,40,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26FA2052,CAD,642.6,102.6,540
02BD2137-0890-1EEA-A6C2-BB55C1979554,50,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26EEE052,CAD,38.08,6.08,32
02BD2137-0890-1EEA-A6C2-BB55C1979555,60,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26F48052,CAD,653.31,104.31,549
02BD2137-0890-1EEA-A6C2-BB55C1979556,70,02BD2137-0890-1EEA-A6C2-BB55C1979034,74867AD200E41EDBA5D8B06B26FA2052,CAD,963.9,153.9,810
02BD2137-0890-1EEA-A6C2-BB55C1979557,10,02BD2137-0890-1EEA-A6C2-BB55C1979035,74867AD200E41EDBA5D8B06B26F4E052,EUR,653.31,104.31,549
02BD2137-0890-1EEA-A6C2-BB55C1979558,20,02BD2137-0890-1EEA-A6C2-BB55C1979035,74867AD200E41EDBA5D8B06B26EF4052,EUR,32.09,5.12,26.97
02BD2137-0890-1EEA-A6C2-BB55C1979559,30,02BD2137-0890-1EEA-A6C2-BB55C1979035,74867AD200E41EDBA5D8B06B26FA8052,EUR,1888.53,301.53,1587
02BD2137-0890-1EEA-A6C2-BB55C1979560,40,02BD2137-0890-1EEA-A6C2-BB55C1979035,74867AD200E41EDBA5D8B06B26F4E052,EUR,653.31,104.31,549
02BD2137-0890-1EEA-A6C2-BB55C1979561,10,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26EF2052,USD,16.64,2.66,13.98
02BD2137-0890-1EEA-A6C2-BB55C1979562,20,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26FA6052,USD,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979563,30,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26F4C052,USD,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979564,40,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26EF2052,USD,24.95,3.98,20.97
02BD2137-0890-1EEA-A6C2-BB55C1979565,50,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26FA6052,USD,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979566,60,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26F4C052,USD,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979567,70,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26EF2052,USD,8.32,1.33,6.99
02BD2137-0890-1EEA-A6C2-BB55C1979568,80,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26FA6052,USD,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979569,90,02BD2137-0890-1EEA-A6C2-BB55C1979036,74867AD200E41EDBA5D8B06B26F4C052,USD,1959.93,312.93,1647
02BD2137-0890-1EEA-A6C2-BB55C1979570,10,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26EC8052,USD,609.28,97.28,512
02BD2137-0890-1EEA-A6C2-BB55C1979571,20,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26F22052,USD,31.77,5.07,26.7
02BD2137-0890-1EEA-A6C2-BB55C1979572,30,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26F7C052,USD,188.02,30.02,158
02BD2137-0890-1EEA-A6C2-BB55C1979573,40,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26EC8052,USD,1218.56,194.56,1024
02BD2137-0890-1EEA-A6C2-BB55C1979574,50,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26F22052,USD,31.77,5.07,26.7
02BD2137-0890-1EEA-A6C2-BB55C1979575,60,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26F7C052,USD,188.02,30.02,158
02BD2137-0890-1EEA-A6C2-BB55C1979576,70,02BD2137-0890-1EEA-A6C2-BB55C1979037,74867AD200E41EDBA5D8B06B26EC8052,USD,1218.56,194.56,1024
02BD2137-0890-1EEA-A6C2-BB55C1979577,10,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,1.71,8.99
02BD2137-0890-1EEA-A6C2-BB55C1979578,20,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26F10052,EUR,107.1,17.1,90
02BD2137-0890-1EEA-A6C2-BB55C1979579,30,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26EB6052,EUR,1486.31,237.31,1249
02BD2137-0890-1EEA-A6C2-BB55C1979580,40,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26F6A052,EUR,10.7,1.71,8.99
02BD2137-0890-1EEA-A6C2-BB55C1979581,50,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26F10052,EUR,53.55,8.55,45
02BD2137-0890-1EEA-A6C2-BB55C1979582,60,02BD2137-0890-1EEA-A6C2-BB55C1979038,74867AD200E41EDBA5D8B06B26EB6052,EUR,4458.93,711.93,3747
02BD2137-0890-1EEA-A6C2-BB55C1979583,10,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F20052,ARS,106.74,17.04,89.7
02BD2137-0890-1EEA-A6C2-BB55C1979584,20,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F7A052,ARS,1428,228,1200
02BD2137-0890-1EEA-A6C2-BB55C1979585,30,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26EC6052,ARS,1998.01,319.01,1679
02BD2137-0890-1EEA-A6C2-BB55C1979586,40,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F20052,ARS,106.74,17.04,89.7
02BD2137-0890-1EEA-A6C2-BB55C1979587,50,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F7A052,ARS,1428,228,1200
02BD2137-0890-1EEA-A6C2-BB55C1979588,60,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26EC6052,ARS,1998.01,319.01,1679
02BD2137-0890-1EEA-A6C2-BB55C1979589,70,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F20052,ARS,71.16,11.36,59.8
02BD2137-0890-1EEA-A6C2-BB55C1979590,80,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26F7A052,ARS,2142,342,1800
02BD2137-0890-1EEA-A6C2-BB55C1979591,90,02BD2137-0890-1EEA-A6C2-BB55C1979039,74867AD200E41EDBA5D8B06B26EC6052,ARS,3996.02,638.02,3358
02BD2137-0890-1EEA-A6C2-BB55C1979592,10,02BD2137-0890-1EEA-A6C2-BB55C1979040,74867AD200E41EDBA5D8B06B26FA8052,EUR,1259.02,201.02,1058
02BD2137-0890-1EEA-A6C2-BB55C1979593,20,02BD2137-0890-1EEA-A6C2-BB55C1979040,74867AD200E41EDBA5D8B06B26F4E052,EUR,653.31,104.31,549
02BD2137-0890-1EEA-A6C2-BB55C1979594,30,02BD2137-0890-1EEA-A6C2-BB55C1979040,74867AD200E41EDBA5D8B06B26EF4052,EUR,21.4,3.42,17.98
02BD2137-0890-1EEA-A6C2-BB55C1979595,10,02BD2137-0890-1EEA-A6C2-BB55C1979041,74867AD200E41EDBA5D8B06B26F74052,JPY,2023,323,1700
02BD2137-0890-1EEA-A6C2-BB55C1979596,20,02BD2137-0890-1EEA-A6C2-BB55C1979041,74867AD200E41EDBA5D8B06B26F1A052,JPY,130.9,20.9,110
02BD2137-0890-1EEA-A6C2-BB55C1979597,10,02BD2137-0890-1EEA-A6C2-BB55C1979042,74867AD200E41EDBA5D8B06B26F9C052,EUR,2316.93,369.93,1947
02BD2137-0890-1EEA-A6C2-BB55C1979598,20,02BD2137-0890-1EEA-A6C2-BB55C1979042,74867AD200E41EDBA5D8B06B26EE8052,EUR,24.99,3.99,21
02BD2137-0890-1EEA-A6C2-BB55C1979599,30,02BD2137-0890-1EEA-A6C2-BB55C1979042,74867AD200E41EDBA5D8B06B26F42052,EUR,1736.21,277.21,1459
02BD2137-0890-1EEA-A6C2-BB55C1979600,40,02BD2137-0890-1EEA-A6C2-BB55C1979042,74867AD200E41EDBA5D8B06B26F9C052,EUR,1544.62,246.62,1298
02BD2137-0890-1EEA-A6C2-BB55C1979601,10,02BD2137-0890-1EEA-A6C2-BB55C1979043,74867AD200E41EDBA5D8B06B26F74052,JPY,6069,969,5100
02BD2137-0890-1EEA-A6C2-BB55C1979602,20,02BD2137-0890-1EEA-A6C2-BB55C1979043,74867AD200E41EDBA5D8B06B26F1A052,JPY,65.45,10.45,55
02BD2137-0890-1EEA-A6C2-BB55C1979603,30,02BD2137-0890-1EEA-A6C2-BB55C1979043,74867AD200E41EDBA5D8B06B26EC0052,JPY,8207.43,1310.43,6897
02BD2137-0890-1EEA-A6C2-BB55C1979604,40,02BD2137-0890-1EEA-A6C2-BB55C1979043,74867AD200E41EDBA5D8B06B26F74052,JPY,6069,969,5100
02BD2137-0890-1EEA-A6C2-BB55C1979605,50,02BD2137-0890-1EEA-A6C2-BB55C1979043,74867AD200E41EDBA5D8B06B26F1A052,JPY,65.45,10.45,55
02BD2137-0890-1EEA-A6C2-BB55C1979606,10,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F98052,JPY,59.5,9.5,50
02BD2137-0890-1EEA-A6C2-BB55C1979607,20,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26EE4052,JPY,283.22,45.22,238
02BD2137-0890-1EEA-A6C2-BB55C1979608,30,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F3E052,JPY,35700,5700,30000
02BD2137-0890-1EEA-A6C2-BB55C1979609,40,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F98052,JPY,59.5,9.5,50
02BD2137-0890-1EEA-A6C2-BB55C1979610,50,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26EE4052,JPY,141.61,22.61,119
02BD2137-0890-1EEA-A6C2-BB55C1979611,60,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F3E052,JPY,17850,2850,15000
02BD2137-0890-1EEA-A6C2-BB55C1979612,70,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F98052,JPY,59.5,9.5,50
02BD2137-0890-1EEA-A6C2-BB55C1979613,80,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26EE4052,JPY,424.83,67.83,357
02BD2137-0890-1EEA-A6C2-BB55C1979614,90,02BD2137-0890-1EEA-A6C2-BB55C1979044,74867AD200E41EDBA5D8B06B26F3E052,JPY,35700,5700,30000
02BD2137-0890-1EEA-A6C2-BB55C1979615,10,02BD2137-0890-1EEA-A6C2-BB55C1979045,74867AD200E41EDBA5D8B06B26F3C052,EUR,11900,1900,10000
02BD2137-0890-1EEA-A6C2-BB55C1979616,20,02BD2137-0890-1EEA-A6C2-BB55C1979045,74867AD200E41EDBA5D8B06B26F96052,EUR,712.81,113.81,599
02BD2137-0890-1EEA-A6C2-BB55C1979617,30,02BD2137-0890-1EEA-A6C2-BB55C1979045,74867AD200E41EDBA5D8B06B26EE2052,EUR,235.62,37.62,198
02BD2137-0890-1EEA-A6C2-BB55C1979618,10,02BD2137-0890-1EEA-A6C2-BB55C1979046,74867AD200E41EDBA5D8B06B26F06052,ARS,603.33,96.33,507
02BD2137-0890-1EEA-A6C2-BB55C1979619,20,02BD2137-0890-1EEA-A6C2-BB55C1979046,74867AD200E41EDBA5D8B06B26F60052,ARS,464.1,74.1,390
02BD2137-0890-1EEA-A6C2-BB55C1979620,10,02BD2137-0890-1EEA-A6C2-BB55C1979047,74867AD200E41EDBA5D8B06B26F4A052,CHF,1959.93,312.93,1647
02BD2137-0890-1EEA-A6C2-BB55C1979621,20,02BD2137-0890-1EEA-A6C2-BB55C1979047,74867AD200E41EDBA5D8B06B26FA4052,CHF,1959.93,312.93,1647
02BD2137-0890-1EEA-A6C2-BB55C1979622,30,02BD2137-0890-1EEA-A6C2-BB55C1979047,74867AD200E41EDBA5D8B06B26EF0052,CHF,30.94,4.94,26
02BD2137-0890-1EEA-A6C2-BB55C1979623,40,02BD2137-0890-1EEA-A6C2-BB55C1979047,74867AD200E41EDBA5D8B06B26F4A052,CHF,1306.62,208.62,1098
02BD2137-0890-1EEA-A6C2-BB55C1979624,10,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F9E052,ARS,3484.32,556.32,2928
02BD2137-0890-1EEA-A6C2-BB55C1979625,20,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F44052,ARS,4280.43,683.43,3597
02BD2137-0890-1EEA-A6C2-BB55C1979626,30,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26EEA052,ARS,39.27,6.27,33
02BD2137-0890-1EEA-A6C2-BB55C1979627,40,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F9E052,ARS,3484.32,556.32,2928
02BD2137-0890-1EEA-A6C2-BB55C1979628,50,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F44052,ARS,1426.81,227.81,1199
02BD2137-0890-1EEA-A6C2-BB55C1979629,60,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26EEA052,ARS,26.18,4.18,22
02BD2137-0890-1EEA-A6C2-BB55C1979630,70,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F9E052,ARS,1161.44,185.44,976
02BD2137-0890-1EEA-A6C2-BB55C1979631,80,02BD2137-0890-1EEA-A6C2-BB55C1979048,74867AD200E41EDBA5D8B06B26F44052,ARS,2853.62,455.62,2398
02BD2137-0890-1EEA-A6C2-BB55C1979632,10,02BD2137-0890-1EEA-A6C2-BB55C1979049,74867AD200E41EDBA5D8B06B26F70052,USD,535.49,85.5,449.99
02BD2137-0890-1EEA-A6C2-BB55C1979633,20,02BD2137-0890-1EEA-A6C2-BB55C1979049,74867AD200E41EDBA5D8B06B26F16052,USD,164.22,26.22,138
02BD2137-0890-1EEA-A6C2-BB55C1979634,30,02BD2137-0890-1EEA-A6C2-BB55C1979049,74867AD200E41EDBA5D8B06B26EBC052,USD,711.62,113.62,598
02BD2137-0890-1EEA-A6C2-BB55C1979635,40,02BD2137-0890-1EEA-A6C2-BB55C1979049,74867AD200E41EDBA5D8B06B26F70052,USD,1070.98,171,899.98
